symptom_name;disease_common_name
learning disorders;dental caries
learning disorders;intracranial aneurysm
learning disorders;glaucoma
learning disorders;attention deficit hyperactivity disorder
learning disorders;autistic disorder
learning disorders;vaginal cancer
learning disorders;gilles de la tourette syndrome
learning disorders;narcolepsy
learning disorders;refractive error
learning disorders;conduct disorder
learning disorders;azoospermia
confusion;acquired immunodeficiency syndrome
confusion;breast cancer
confusion;colon cancer
confusion;osteoporosis
confusion;rheumatoid arthritis
confusion;alzheimer's disease
confusion;coronary artery disease
confusion;hypertension
confusion;systemic scleroderma
confusion;type 2 diabetes mellitus
confusion;malignant glioma
confusion;rectum cancer
confusion;stomach cancer
confusion;liver cancer
confusion;pancreatic cancer
confusion;ovarian cancer
confusion;brain cancer
confusion;meningioma
confusion;spinal cancer
confusion;mediastinal cancer
confusion;uterine cancer
confusion;prostate cancer
confusion;chronic obstructive pulmonary disease
confusion;multiple sclerosis
confusion;parkinson's disease
confusion;epilepsy syndrome
confusion;migraine
confusion;restless legs syndrome
confusion;graves' disease
confusion;chronic kidney failure
confusion;systemic lupus erythematosus
confusion;type 1 diabetes mellitus
confusion;hypothyroidism
confusion;panic disorder
confusion;bipolar disorder
confusion;endogenous depression
confusion;schizophrenia
confusion;malignant mesothelioma
confusion;adrenal gland cancer
confusion;vascular cancer
confusion;urinary bladder cancer
confusion;paget's disease of bone
confusion;psoriatic arthritis
confusion;celiac disease
confusion;pancreatitis
confusion;behcet's disease
confusion;intracranial aneurysm
confusion;creutzfeldt-jakob disease
confusion;glaucoma
confusion;thoracic aortic aneurysm
confusion;primary biliary cirrhosis
delirium;acquired immunodeficiency syndrome
delirium;breast cancer
delirium;osteoporosis
delirium;rheumatoid arthritis
delirium;alzheimer's disease
delirium;coronary artery disease
delirium;hypertension
delirium;systemic scleroderma
delirium;type 2 diabetes mellitus
delirium;obesity
delirium;malaria
delirium;melanoma
delirium;rectum cancer
delirium;stomach cancer
delirium;liver cancer
delirium;pancreatic cancer
delirium;head and neck cancer
delirium;brain cancer
delirium;meningioma
delirium;prostate cancer
delirium;kidney cancer
delirium;crohn's disease
delirium;asthma
delirium;chronic obstructive pulmonary disease
delirium;multiple sclerosis
delirium;parkinson's disease
delirium;epilepsy syndrome
delirium;restless legs syndrome
delirium;chronic kidney failure
delirium;anemia
delirium;systemic lupus erythematosus
delirium;type 1 diabetes mellitus
delirium;hypothyroidism
delirium;panic disorder
delirium;bipolar disorder
delirium;endogenous depression
delirium;schizophrenia
delirium;bone cancer
delirium;urinary bladder cancer
delirium;pancreatitis
delirium;creutzfeldt-jakob disease
delirium;dilated cardiomyopathy
delirium;attention deficit hyperactivity disorder
delirium;autistic disorder
consciousness disorders;breast cancer
consciousness disorders;colon cancer
consciousness disorders;rheumatoid arthritis
consciousness disorders;alzheimer's disease
consciousness disorders;coronary artery disease
consciousness disorders;hypertension
consciousness disorders;type 2 diabetes mellitus
consciousness disorders;malaria
consciousness disorders;malignant glioma
consciousness disorders;esophageal cancer
consciousness disorders;stomach cancer
consciousness disorders;liver cancer
consciousness disorders;pancreatic cancer
consciousness disorders;ovarian cancer
consciousness disorders;hematologic cancer
consciousness disorders;brain cancer
consciousness disorders;meningioma
consciousness disorders;uterine cancer
consciousness disorders;prostate cancer
consciousness disorders;kidney cancer
consciousness disorders;asthma
consciousness disorders;chronic obstructive pulmonary disease
consciousness disorders;multiple sclerosis
consciousness disorders;parkinson's disease
consciousness disorders;epilepsy syndrome
consciousness disorders;migraine
consciousness disorders;graves' disease
consciousness disorders;chronic kidney failure
consciousness disorders;kawasaki disease
consciousness disorders;anemia
consciousness disorders;systemic lupus erythematosus
consciousness disorders;type 1 diabetes mellitus
consciousness disorders;hypothyroidism
consciousness disorders;panic disorder
consciousness disorders;bipolar disorder
consciousness disorders;endogenous depression
consciousness disorders;schizophrenia
consciousness disorders;appendix cancer
consciousness disorders;paget's disease of bone
consciousness disorders;pancreatitis
consciousness disorders;behcet's disease
consciousness disorders;intracranial aneurysm
consciousness disorders;creutzfeldt-jakob disease
unconsciousness;breast cancer
unconsciousness;alzheimer's disease
unconsciousness;coronary artery disease
unconsciousness;atherosclerosis
unconsciousness;hypertension
unconsciousness;systemic scleroderma
unconsciousness;malaria
unconsciousness;melanoma
unconsciousness;retroperitoneal cancer
unconsciousness;stomach cancer
unconsciousness;liver cancer
unconsciousness;pancreatic cancer
unconsciousness;ovarian cancer
unconsciousness;head and neck cancer
unconsciousness;brain cancer
unconsciousness;meningioma
unconsciousness;kidney cancer
unconsciousness;crohn's disease
unconsciousness;asthma
unconsciousness;multiple sclerosis
unconsciousness;parkinson's disease
unconsciousness;epilepsy syndrome
unconsciousness;migraine
unconsciousness;amyotrophic lateral sclerosis
unconsciousness;chronic kidney failure
unconsciousness;anemia
unconsciousness;systemic lupus erythematosus
unconsciousness;type 1 diabetes mellitus
unconsciousness;hypothyroidism
unconsciousness;bipolar disorder
unconsciousness;endogenous depression
unconsciousness;schizophrenia
unconsciousness;adrenal gland cancer
unconsciousness;peripheral nervous system neoplasm
unconsciousness;vascular cancer
unconsciousness;urinary bladder cancer
unconsciousness;intracranial aneurysm
unconsciousness;thoracic aortic aneurysm
unconsciousness;attention deficit hyperactivity disorder
unconsciousness;narcolepsy
coma;acquired immunodeficiency syndrome
coma;breast cancer
coma;colon cancer
coma;rheumatoid arthritis
coma;alzheimer's disease
coma;coronary artery disease
coma;hypertension
coma;systemic scleroderma
coma;type 2 diabetes mellitus
coma;obesity
coma;hepatitis b
coma;malaria
coma;malignant glioma
coma;melanoma
coma;rectum cancer
coma;stomach cancer
coma;liver cancer
coma;pancreatic cancer
coma;ovarian cancer
coma;head and neck cancer
coma;larynx cancer
coma;brain cancer
coma;meningioma
coma;spinal cancer
coma;prostate cancer
coma;kidney cancer
coma;ulcerative colitis
coma;crohn's disease
coma;asthma
coma;chronic obstructive pulmonary disease
coma;multiple sclerosis
coma;parkinson's disease
coma;epilepsy syndrome
coma;migraine
coma;amyotrophic lateral sclerosis
coma;graves' disease
coma;chronic kidney failure
coma;anemia
coma;systemic lupus erythematosus
coma;type 1 diabetes mellitus
coma;hypothyroidism
coma;bipolar disorder
coma;endogenous depression
coma;schizophrenia
coma;malignant mesothelioma
coma;bone cancer
coma;gallbladder cancer
coma;adrenal gland cancer
coma;testicular cancer
coma;paget's disease of bone
coma;pancreatitis
coma;idiopathic pulmonary fibrosis
coma;intracranial aneurysm
coma;creutzfeldt-jakob disease
coma;dilated cardiomyopathy
coma;abdominal aortic aneurysm
coma;thoracic aortic aneurysm
coma;gilles de la tourette syndrome
coma;narcolepsy
syncope;acquired immunodeficiency syndrome
syncope;breast cancer
syncope;colon cancer
syncope;skin cancer
syncope;rheumatoid arthritis
syncope;alzheimer's disease
syncope;coronary artery disease
syncope;atherosclerosis
syncope;hypertension
syncope;systemic scleroderma
syncope;type 2 diabetes mellitus
syncope;obesity
syncope;uterine fibroid
syncope;malignant glioma
syncope;melanoma
syncope;esophageal cancer
syncope;rectum cancer
syncope;stomach cancer
syncope;liver cancer
syncope;pancreatic cancer
syncope;ovarian cancer
syncope;head and neck cancer
syncope;larynx cancer
syncope;hematologic cancer
syncope;brain cancer
syncope;meningioma
syncope;spinal cancer
syncope;mediastinal cancer
syncope;thymus cancer
syncope;uterine cancer
syncope;prostate cancer
syncope;kidney cancer
syncope;ankylosing spondylitis
syncope;ulcerative colitis
syncope;crohn's disease
syncope;asthma
syncope;chronic obstructive pulmonary disease
syncope;multiple sclerosis
syncope;parkinson's disease
syncope;epilepsy syndrome
syncope;migraine
syncope;restless legs syndrome
syncope;graves' disease
syncope;chronic kidney failure
syncope;anemia
syncope;systemic lupus erythematosus
syncope;type 1 diabetes mellitus
syncope;hypothyroidism
syncope;panic disorder
syncope;bipolar disorder
syncope;endogenous depression
syncope;schizophrenia
syncope;malignant mesothelioma
syncope;adrenal gland cancer
syncope;testicular cancer
syncope;vascular cancer
syncope;urinary bladder cancer
syncope;celiac disease
syncope;pancreatitis
syncope;behcet's disease
syncope;periodontitis
syncope;intracranial aneurysm
syncope;glaucoma
syncope;dilated cardiomyopathy
syncope;abdominal aortic aneurysm
syncope;thoracic aortic aneurysm
syncope;attention deficit hyperactivity disorder
syncope;autistic disorder
syncope;gilles de la tourette syndrome
memory disorders;acquired immunodeficiency syndrome
memory disorders;breast cancer
memory disorders;colon cancer
memory disorders;osteoporosis
memory disorders;rheumatoid arthritis
memory disorders;alzheimer's disease
memory disorders;coronary artery disease
memory disorders;atherosclerosis
memory disorders;hypertension
memory disorders;type 2 diabetes mellitus
memory disorders;metabolic syndrome x
memory disorders;obesity
memory disorders;hepatitis b
memory disorders;malaria
memory disorders;uterine fibroid
memory disorders;malignant glioma
memory disorders;melanoma
memory disorders;stomach cancer
memory disorders;pancreatic cancer
memory disorders;ovarian cancer
memory disorders;head and neck cancer
memory disorders;brain cancer
memory disorders;meningioma
memory disorders;mediastinal cancer
memory disorders;thymus cancer
memory disorders;uterine cancer
memory disorders;prostate cancer
memory disorders;kidney cancer
memory disorders;ulcerative colitis
memory disorders;asthma
memory disorders;chronic obstructive pulmonary disease
memory disorders;multiple sclerosis
memory disorders;parkinson's disease
memory disorders;epilepsy syndrome
memory disorders;migraine
memory disorders;amyotrophic lateral sclerosis
memory disorders;graves' disease
memory disorders;chronic kidney failure
memory disorders;systemic lupus erythematosus
memory disorders;alopecia areata
memory disorders;type 1 diabetes mellitus
memory disorders;hypothyroidism
memory disorders;panic disorder
memory disorders;bipolar disorder
memory disorders;endogenous depression
memory disorders;schizophrenia
memory disorders;germ cell cancer
memory disorders;adrenal gland cancer
memory disorders;paget's disease of bone
memory disorders;celiac disease
memory disorders;behcet's disease
memory disorders;cleft lip
memory disorders;intracranial aneurysm
memory disorders;creutzfeldt-jakob disease
memory disorders;glaucoma
memory disorders;age related macular degeneration
memory disorders;attention deficit hyperactivity disorder
memory disorders;autistic disorder
memory disorders;gilles de la tourette syndrome
memory disorders;narcolepsy
memory disorders;conduct disorder
amnesia;breast cancer
amnesia;alzheimer's disease
amnesia;coronary artery disease
amnesia;hypertension
amnesia;systemic scleroderma
amnesia;type 2 diabetes mellitus
amnesia;obesity
amnesia;malignant glioma
amnesia;melanoma
amnesia;ovarian cancer
amnesia;brain cancer
amnesia;meningioma
amnesia;thymus cancer
amnesia;multiple sclerosis
amnesia;parkinson's disease
amnesia;epilepsy syndrome
amnesia;migraine
amnesia;amyotrophic lateral sclerosis
amnesia;systemic lupus erythematosus
amnesia;type 1 diabetes mellitus
amnesia;hypothyroidism
amnesia;bipolar disorder
amnesia;endogenous depression
amnesia;schizophrenia
amnesia;germ cell cancer
amnesia;testicular cancer
amnesia;paget's disease of bone
amnesia;behcet's disease
amnesia;intracranial aneurysm
amnesia;attention deficit hyperactivity disorder
amnesia;autistic disorder
amnesia;narcolepsy
mental retardation;acquired immunodeficiency syndrome
mental retardation;breast cancer
mental retardation;colon cancer
mental retardation;skin cancer
mental retardation;osteoporosis
mental retardation;rheumatoid arthritis
mental retardation;alzheimer's disease
mental retardation;coronary artery disease
mental retardation;hypertension
mental retardation;systemic scleroderma
mental retardation;vitiligo
mental retardation;type 2 diabetes mellitus
mental retardation;metabolic syndrome x
mental retardation;obesity
mental retardation;hepatitis b
mental retardation;uterine fibroid
mental retardation;malignant glioma
mental retardation;melanoma
mental retardation;retroperitoneal cancer
mental retardation;esophageal cancer
mental retardation;stomach cancer
mental retardation;liver cancer
mental retardation;pancreatic cancer
mental retardation;ovarian cancer
mental retardation;head and neck cancer
mental retardation;brain cancer
mental retardation;meningioma
mental retardation;spinal cancer
mental retardation;mediastinal cancer
mental retardation;uterine cancer
mental retardation;kidney cancer
mental retardation;ulcerative colitis
mental retardation;asthma
mental retardation;multiple sclerosis
mental retardation;parkinson's disease
mental retardation;epilepsy syndrome
mental retardation;migraine
mental retardation;amyotrophic lateral sclerosis
mental retardation;graves' disease
mental retardation;chronic kidney failure
mental retardation;anemia
mental retardation;systemic lupus erythematosus
mental retardation;alopecia areata
mental retardation;type 1 diabetes mellitus
mental retardation;hypothyroidism
mental retardation;panic disorder
mental retardation;bipolar disorder
mental retardation;endogenous depression
mental retardation;schizophrenia
mental retardation;polycystic ovary syndrome
mental retardation;bone cancer
mental retardation;appendix cancer
mental retardation;adrenal gland cancer
mental retardation;testicular cancer
mental retardation;ocular cancer
mental retardation;vulva cancer
mental retardation;urinary bladder cancer
mental retardation;paget's disease of bone
mental retardation;gout
mental retardation;celiac disease
mental retardation;pancreatitis
mental retardation;cleft lip
mental retardation;periodontitis
mental retardation;dental caries
mental retardation;idiopathic pulmonary fibrosis
mental retardation;intracranial aneurysm
mental retardation;creutzfeldt-jakob disease
mental retardation;glaucoma
mental retardation;age related macular degeneration
mental retardation;iga glomerulonephritis
mental retardation;membranous glomerulonephritis
mental retardation;focal segmental glomerulosclerosis
mental retardation;dilated cardiomyopathy
mental retardation;atopic dermatitis
mental retardation;attention deficit hyperactivity disorder
mental retardation;autistic disorder
mental retardation;primary biliary cirrhosis
mental retardation;vaginal cancer
mental retardation;gilles de la tourette syndrome
mental retardation;narcolepsy
mental retardation;refractive error
mental retardation;conduct disorder
mental retardation;barrett's esophagus
auditory perceptual disorders;acquired immunodeficiency syndrome
auditory perceptual disorders;alzheimer's disease
auditory perceptual disorders;malignant glioma
auditory perceptual disorders;brain cancer
auditory perceptual disorders;multiple sclerosis
auditory perceptual disorders;parkinson's disease
auditory perceptual disorders;epilepsy syndrome
auditory perceptual disorders;amyotrophic lateral sclerosis
auditory perceptual disorders;chronic kidney failure
auditory perceptual disorders;anemia
auditory perceptual disorders;type 1 diabetes mellitus
auditory perceptual disorders;bipolar disorder
auditory perceptual disorders;endogenous depression
auditory perceptual disorders;schizophrenia
auditory perceptual disorders;attention deficit hyperactivity disorder
auditory perceptual disorders;autistic disorder
auditory perceptual disorders;gilles de la tourette syndrome
auditory perceptual disorders;narcolepsy
hallucinations;acquired immunodeficiency syndrome
hallucinations;breast cancer
hallucinations;skin cancer
hallucinations;rheumatoid arthritis
hallucinations;alzheimer's disease
hallucinations;coronary artery disease
hallucinations;hypertension
hallucinations;systemic scleroderma
hallucinations;type 2 diabetes mellitus
hallucinations;obesity
hallucinations;leprosy
hallucinations;malaria
hallucinations;uterine fibroid
hallucinations;malignant glioma
hallucinations;melanoma
hallucinations;stomach cancer
hallucinations;brain cancer
hallucinations;meningioma
hallucinations;uterine cancer
hallucinations;asthma
hallucinations;multiple sclerosis
hallucinations;parkinson's disease
hallucinations;epilepsy syndrome
hallucinations;migraine
hallucinations;amyotrophic lateral sclerosis
hallucinations;restless legs syndrome
hallucinations;chronic kidney failure
hallucinations;anemia
hallucinations;systemic lupus erythematosus
hallucinations;type 1 diabetes mellitus
hallucinations;hypothyroidism
hallucinations;panic disorder
hallucinations;bipolar disorder
hallucinations;endogenous depression
hallucinations;schizophrenia
hallucinations;vascular cancer
hallucinations;paget's disease of bone
hallucinations;pancreatitis
hallucinations;behcet's disease
hallucinations;intracranial aneurysm
hallucinations;creutzfeldt-jakob disease
hallucinations;glaucoma
hallucinations;age related macular degeneration
hallucinations;attention deficit hyperactivity disorder
hallucinations;autistic disorder
hallucinations;otosclerosis
hallucinations;gilles de la tourette syndrome
hallucinations;narcolepsy
psychomotor disorders;acquired immunodeficiency syndrome
psychomotor disorders;breast cancer
psychomotor disorders;skin cancer
psychomotor disorders;rheumatoid arthritis
psychomotor disorders;alzheimer's disease
psychomotor disorders;coronary artery disease
psychomotor disorders;hypertension
psychomotor disorders;vitiligo
psychomotor disorders;type 2 diabetes mellitus
psychomotor disorders;obesity
psychomotor disorders;leprosy
psychomotor disorders;hepatitis b
psychomotor disorders;malaria
psychomotor disorders;malignant glioma
psychomotor disorders;pancreatic cancer
psychomotor disorders;hematologic cancer
psychomotor disorders;brain cancer
psychomotor disorders;spinal cancer
psychomotor disorders;ankylosing spondylitis
psychomotor disorders;crohn's disease
psychomotor disorders;asthma
psychomotor disorders;chronic obstructive pulmonary disease
psychomotor disorders;multiple sclerosis
psychomotor disorders;parkinson's disease
psychomotor disorders;epilepsy syndrome
psychomotor disorders;amyotrophic lateral sclerosis
psychomotor disorders;restless legs syndrome
psychomotor disorders;graves' disease
psychomotor disorders;chronic kidney failure
psychomotor disorders;systemic lupus erythematosus
psychomotor disorders;type 1 diabetes mellitus
psychomotor disorders;hypothyroidism
psychomotor disorders;bipolar disorder
psychomotor disorders;endogenous depression
psychomotor disorders;schizophrenia
psychomotor disorders;adrenal gland cancer
psychomotor disorders;ocular cancer
psychomotor disorders;paget's disease of bone
psychomotor disorders;celiac disease
psychomotor disorders;pancreatitis
psychomotor disorders;behcet's disease
psychomotor disorders;cleft lip
psychomotor disorders;idiopathic pulmonary fibrosis
psychomotor disorders;intracranial aneurysm
psychomotor disorders;creutzfeldt-jakob disease
psychomotor disorders;atopic dermatitis
psychomotor disorders;attention deficit hyperactivity disorder
psychomotor disorders;autistic disorder
psychomotor disorders;primary biliary cirrhosis
psychomotor disorders;gilles de la tourette syndrome
psychomotor disorders;narcolepsy
psychomotor disorders;refractive error
muscle cramp;acquired immunodeficiency syndrome
muscle cramp;breast cancer
muscle cramp;rheumatoid arthritis
muscle cramp;coronary artery disease
muscle cramp;hypertension
muscle cramp;systemic scleroderma
muscle cramp;type 2 diabetes mellitus
muscle cramp;uterine fibroid
muscle cramp;rectum cancer
muscle cramp;brain cancer
muscle cramp;meningioma
muscle cramp;spinal cancer
muscle cramp;uterine cancer
muscle cramp;kidney cancer
muscle cramp;ulcerative colitis
muscle cramp;crohn's disease
muscle cramp;asthma
muscle cramp;multiple sclerosis
muscle cramp;parkinson's disease
muscle cramp;epilepsy syndrome
muscle cramp;migraine
muscle cramp;amyotrophic lateral sclerosis
muscle cramp;restless legs syndrome
muscle cramp;chronic kidney failure
muscle cramp;type 1 diabetes mellitus
muscle cramp;hypothyroidism
muscle cramp;bipolar disorder
muscle cramp;endogenous depression
muscle cramp;adrenal gland cancer
muscle cramp;peripheral nervous system neoplasm
muscle cramp;celiac disease
muscle cramp;behcet's disease
muscle cramp;intracranial aneurysm
muscle cramp;attention deficit hyperactivity disorder
muscle spasticity;acquired immunodeficiency syndrome
muscle spasticity;skin cancer
muscle spasticity;osteoporosis
muscle spasticity;rheumatoid arthritis
muscle spasticity;alzheimer's disease
muscle spasticity;coronary artery disease
muscle spasticity;hypertension
muscle spasticity;systemic scleroderma
muscle spasticity;vitiligo
muscle spasticity;leprosy
muscle spasticity;liver cancer
muscle spasticity;ovarian cancer
muscle spasticity;head and neck cancer
muscle spasticity;brain cancer
muscle spasticity;meningioma
muscle spasticity;spinal cancer
muscle spasticity;mediastinal cancer
muscle spasticity;thymus cancer
muscle spasticity;kidney cancer
muscle spasticity;ankylosing spondylitis
muscle spasticity;multiple sclerosis
muscle spasticity;parkinson's disease
muscle spasticity;epilepsy syndrome
muscle spasticity;amyotrophic lateral sclerosis
muscle spasticity;restless legs syndrome
muscle spasticity;chronic kidney failure
muscle spasticity;systemic lupus erythematosus
muscle spasticity;type 1 diabetes mellitus
muscle spasticity;hypothyroidism
muscle spasticity;bipolar disorder
muscle spasticity;endogenous depression
muscle spasticity;schizophrenia
muscle spasticity;bone cancer
muscle spasticity;peripheral nervous system neoplasm
muscle spasticity;paget's disease of bone
muscle spasticity;celiac disease
muscle spasticity;behcet's disease
muscle spasticity;dental caries
muscle spasticity;creutzfeldt-jakob disease
muscle spasticity;glaucoma
muscle spasticity;age related macular degeneration
muscle spasticity;iga glomerulonephritis
muscle spasticity;attention deficit hyperactivity disorder
muscle spasticity;autistic disorder
muscle spasticity;narcolepsy
muscle hypotonia;acquired immunodeficiency syndrome
muscle hypotonia;breast cancer
muscle hypotonia;skin cancer
muscle hypotonia;osteoporosis
muscle hypotonia;rheumatoid arthritis
muscle hypotonia;hypertension
muscle hypotonia;metabolic syndrome x
muscle hypotonia;obesity
muscle hypotonia;malaria
muscle hypotonia;rectum cancer
muscle hypotonia;stomach cancer
muscle hypotonia;ovarian cancer
muscle hypotonia;brain cancer
muscle hypotonia;spinal cancer
muscle hypotonia;thymus cancer
muscle hypotonia;uterine cancer
muscle hypotonia;kidney cancer
muscle hypotonia;ankylosing spondylitis
muscle hypotonia;asthma
muscle hypotonia;chronic obstructive pulmonary disease
muscle hypotonia;multiple sclerosis
muscle hypotonia;parkinson's disease
muscle hypotonia;epilepsy syndrome
muscle hypotonia;amyotrophic lateral sclerosis
muscle hypotonia;graves' disease
muscle hypotonia;chronic kidney failure
muscle hypotonia;systemic lupus erythematosus
muscle hypotonia;type 1 diabetes mellitus
muscle hypotonia;hypothyroidism
muscle hypotonia;bipolar disorder
muscle hypotonia;endogenous depression
muscle hypotonia;schizophrenia
muscle hypotonia;adrenal gland cancer
muscle hypotonia;ocular cancer
muscle hypotonia;urinary bladder cancer
muscle hypotonia;celiac disease
muscle hypotonia;behcet's disease
muscle hypotonia;glaucoma
muscle hypotonia;age related macular degeneration
muscle hypotonia;dilated cardiomyopathy
muscle hypotonia;attention deficit hyperactivity disorder
muscle hypotonia;autistic disorder
muscle hypotonia;narcolepsy
muscular atrophy;acquired immunodeficiency syndrome
muscular atrophy;breast cancer
muscular atrophy;colon cancer
muscular atrophy;skin cancer
muscular atrophy;osteoporosis
muscular atrophy;rheumatoid arthritis
muscular atrophy;alzheimer's disease
muscular atrophy;coronary artery disease
muscular atrophy;hypertension
muscular atrophy;systemic scleroderma
muscular atrophy;type 2 diabetes mellitus
muscular atrophy;metabolic syndrome x
muscular atrophy;obesity
muscular atrophy;leprosy
muscular atrophy;muscle cancer
muscular atrophy;malignant glioma
muscular atrophy;melanoma
muscular atrophy;retroperitoneal cancer
muscular atrophy;rectum cancer
muscular atrophy;stomach cancer
muscular atrophy;liver cancer
muscular atrophy;pancreatic cancer
muscular atrophy;ovarian cancer
muscular atrophy;head and neck cancer
muscular atrophy;brain cancer
muscular atrophy;meningioma
muscular atrophy;spinal cancer
muscular atrophy;thymus cancer
muscular atrophy;uterine cancer
muscular atrophy;prostate cancer
muscular atrophy;kidney cancer
muscular atrophy;ankylosing spondylitis
muscular atrophy;ulcerative colitis
muscular atrophy;crohn's disease
muscular atrophy;asthma
muscular atrophy;chronic obstructive pulmonary disease
muscular atrophy;multiple sclerosis
muscular atrophy;parkinson's disease
muscular atrophy;epilepsy syndrome
muscular atrophy;migraine
muscular atrophy;amyotrophic lateral sclerosis
muscular atrophy;graves' disease
muscular atrophy;chronic kidney failure
muscular atrophy;anemia
muscular atrophy;systemic lupus erythematosus
muscular atrophy;type 1 diabetes mellitus
muscular atrophy;hypothyroidism
muscular atrophy;bipolar disorder
muscular atrophy;schizophrenia
muscular atrophy;germ cell cancer
muscular atrophy;bone cancer
muscular atrophy;testicular cancer
muscular atrophy;peripheral nervous system neoplasm
muscular atrophy;paget's disease of bone
muscular atrophy;celiac disease
muscular atrophy;pancreatitis
muscular atrophy;behcet's disease
muscular atrophy;focal segmental glomerulosclerosis
muscular atrophy;dilated cardiomyopathy
muscular atrophy;thoracic aortic aneurysm
muscular atrophy;autistic disorder
myotonia;acquired immunodeficiency syndrome
myotonia;breast cancer
myotonia;colon cancer
myotonia;alzheimer's disease
myotonia;rectum cancer
myotonia;brain cancer
myotonia;thymus cancer
myotonia;ulcerative colitis
myotonia;multiple sclerosis
myotonia;parkinson's disease
myotonia;epilepsy syndrome
myotonia;migraine
myotonia;restless legs syndrome
myotonia;graves' disease
myotonia;systemic lupus erythematosus
myotonia;type 1 diabetes mellitus
myotonia;hypothyroidism
myotonia;creutzfeldt-jakob disease
tetany;acquired immunodeficiency syndrome
tetany;breast cancer
tetany;osteoporosis
tetany;rheumatoid arthritis
tetany;coronary artery disease
tetany;hypertension
tetany;obesity
tetany;brain cancer
tetany;uterine cancer
tetany;ankylosing spondylitis
tetany;crohn's disease
tetany;asthma
tetany;multiple sclerosis
tetany;epilepsy syndrome
tetany;graves' disease
tetany;chronic kidney failure
tetany;anemia
tetany;alopecia areata
tetany;hypothyroidism
tetany;panic disorder
tetany;endogenous depression
tetany;bone cancer
tetany;adrenal gland cancer
tetany;paget's disease of bone
tetany;celiac disease
tetany;pancreatitis
tetany;glaucoma
tetany;dilated cardiomyopathy
pain;acquired immunodeficiency syndrome
pain;breast cancer
pain;colon cancer
pain;skin cancer
pain;osteoporosis
pain;rheumatoid arthritis
pain;alzheimer's disease
pain;coronary artery disease
pain;atherosclerosis
pain;hypertension
pain;systemic scleroderma
pain;type 2 diabetes mellitus
pain;metabolic syndrome x
pain;obesity
pain;leprosy
pain;hepatitis b
pain;malaria
pain;uterine fibroid
pain;muscle cancer
pain;malignant glioma
pain;melanoma
pain;retroperitoneal cancer
pain;esophageal cancer
pain;rectum cancer
pain;stomach cancer
pain;liver cancer
pain;pancreatic cancer
pain;ovarian cancer
pain;head and neck cancer
pain;larynx cancer
pain;hematologic cancer
pain;brain cancer
pain;meningioma
pain;spinal cancer
pain;mediastinal cancer
pain;thymus cancer
pain;uterine cancer
pain;prostate cancer
pain;kidney cancer
pain;ankylosing spondylitis
pain;ulcerative colitis
pain;crohn's disease
pain;asthma
pain;chronic obstructive pulmonary disease
pain;multiple sclerosis
pain;parkinson's disease
pain;epilepsy syndrome
pain;migraine
pain;amyotrophic lateral sclerosis
pain;restless legs syndrome
pain;graves' disease
pain;chronic kidney failure
pain;kawasaki disease
pain;anemia
pain;systemic lupus erythematosus
pain;type 1 diabetes mellitus
pain;hypothyroidism
pain;panic disorder
pain;bipolar disorder
pain;endogenous depression
pain;schizophrenia
pain;polycystic ovary syndrome
pain;germ cell cancer
pain;malignant mesothelioma
pain;bone cancer
pain;bile duct cancer
pain;gallbladder cancer
pain;appendix cancer
pain;jejunal cancer
pain;adrenal gland cancer
pain;testicular cancer
pain;ocular cancer
pain;peripheral nervous system neoplasm
pain;vascular cancer
pain;vulva cancer
pain;ureter cancer
pain;urinary bladder cancer
pain;paget's disease of bone
pain;psoriatic arthritis
pain;gout
pain;celiac disease
pain;pancreatitis
pain;behcet's disease
pain;periodontitis
pain;dental caries
pain;idiopathic pulmonary fibrosis
pain;intracranial aneurysm
pain;creutzfeldt-jakob disease
pain;glaucoma
pain;age related macular degeneration
pain;iga glomerulonephritis
pain;focal segmental glomerulosclerosis
pain;gestational diabetes
pain;abdominal aortic aneurysm
pain;thoracic aortic aneurysm
pain;atopic dermatitis
pain;attention deficit hyperactivity disorder
pain;autistic disorder
pain;primary biliary cirrhosis
pain;vaginal cancer
pain;gilles de la tourette syndrome
pain;nephrolithiasis
pain;conduct disorder
pain;barrett's esophagus
pain;salivary gland cancer
pain;fallopian tube cancer
back pain;acquired immunodeficiency syndrome
back pain;breast cancer
back pain;colon cancer
back pain;skin cancer
back pain;osteoporosis
back pain;rheumatoid arthritis
back pain;alzheimer's disease
back pain;coronary artery disease
back pain;atherosclerosis
back pain;hypertension
back pain;type 2 diabetes mellitus
back pain;obesity
back pain;leprosy
back pain;uterine fibroid
back pain;muscle cancer
back pain;melanoma
back pain;retroperitoneal cancer
back pain;rectum cancer
back pain;stomach cancer
back pain;liver cancer
back pain;pancreatic cancer
back pain;ovarian cancer
back pain;brain cancer
back pain;meningioma
back pain;spinal cancer
back pain;mediastinal cancer
back pain;thymus cancer
back pain;uterine cancer
back pain;prostate cancer
back pain;kidney cancer
back pain;ankylosing spondylitis
back pain;ulcerative colitis
back pain;crohn's disease
back pain;asthma
back pain;multiple sclerosis
back pain;parkinson's disease
back pain;epilepsy syndrome
back pain;migraine
back pain;restless legs syndrome
back pain;graves' disease
back pain;chronic kidney failure
back pain;anemia
back pain;type 1 diabetes mellitus
back pain;hypothyroidism
back pain;panic disorder
back pain;bipolar disorder
back pain;endogenous depression
back pain;schizophrenia
